ID_Venta,Fecha,Cliente,Ciudad,Producto,Cantidad,Precio_Unitario,Total,Clasificación
1367,2024-09-21,Gina Smith,Bogotá,Celular,3,1038268,3114804,Normal
1368,2024-11-03,Jeffrey Rogers DVM,Barranquilla,Teclado,1,1668381,1668381,Normal
1369,2024-04-25,Stephanie Montoya,Barranquilla,Monitor,7,875427,6127989,Alta
1370,2025-04-04,Phillip Wallace,Cali,Tablet,1,807054,807054,Normal
1371,2024-07-18,Walter Lopez,Barranquilla,Teclado,4,180085,720340,Normal
1372,2024-05-09,Latoya Lynch,Cartagena,Celular,1,500176,500176,Normal
1373,2024-05-24,Laura Wallace,Cartagena,Tablet,2,116583,233166,Normal
1374,2024-05-15,Maria Brooks,Cali,Celular,1,1803147,1803147,Normal
1375,2024-09-12,Ashley Kelley,Cartagena,Celular,5,315175,1575875,Normal
1376,2024-12-15,Michael Hoover,Medellín,Celular,7,1424921,9974447,Alta
1377,2024-09-27,Thomas Pena,Cali,Tablet,3,301651,904953,Normal
1378,2024-08-03,Andrea Acosta DDS,Medellín,Teclado,8,1995027,15960216,Alta
1379,2024-09-24,Abigail Martin,Bogotá,Mouse,5,1955428,9777140,Alta
1380,2024-08-05,Cheryl Robinson,Medellín,Laptop,5,1661492,8307460,Alta
1381,2024-06-05,Kimberly Cummings,Bogotá,Teclado,5,1713466,8567330,Alta
1382,2024-10-15,Erica Aguilar,Bogotá,Tablet,8,1594437,12755496,Alta
1383,2025-02-16,Jamie Bowen,Medellín,Laptop,2,1857060,3714120,Normal
1384,2025-02-07,Lisa White,Cali,Laptop,2,1248732,2497464,Normal
1385,2024-09-26,Gabriela Allen,Cartagena,Laptop,8,1459751,11678008,Alta
1386,2025-02-06,Emily Thornton,Cartagena,Mouse,9,899061,8091549,Alta
1387,2024-11-02,James Montoya,Bogotá,Monitor,2,1143985,2287970,Normal
1388,2024-04-25,Kaitlyn Cunningham,Bogotá,Tablet,4,550947,2203788,Normal
1389,2024-11-23,Matthew Murphy,Cali,Mouse,8,1177251,9418008,Alta
1390,2024-09-02,Linda Long,Barranquilla,Mouse,2,489796,979592,Normal
1391,2024-12-26,Susan Russell,Medellín,Monitor,4,757022,3028088,Normal
1392,2025-02-28,Stacey Preston,Bogotá,Laptop,1,442414,442414,Normal
1393,2024-04-23,Brian Vasquez,Cartagena,Monitor,2,1680453,3360906,Normal
1394,2024-11-17,Linda Stanton,Cali,Monitor,7,542580,3798060,Normal
1395,2024-07-27,Corey Howard,Medellín,Mouse,1,1153231,1153231,Normal
1396,2024-04-26,Nicholas Campbell,Cali,Tablet,1,960717,960717,Normal
1397,2025-03-23,Jennifer Smith,Medellín,Celular,2,241869,483738,Normal
1398,2024-12-01,Anna Carson,Medellín,Monitor,4,1659599,6638396,Alta
1399,2024-10-29,Isaac Maldonado,Bogotá,Monitor,7,328538,2299766,Normal
1400,2024-06-27,Jon Johnson,Cali,Laptop,4,1679509,6718036,Alta
1401,2024-10-21,Jason Evans,Cali,Laptop,5,479523,2397615,Normal
1402,2025-03-11,Kathryn Jones,Cartagena,Mouse,4,1458354,5833416,Alta
1403,2024-07-09,Jessica Jimenez MD,Cartagena,Laptop,4,1301080,5204320,Alta
1404,2024-06-24,John Garcia,Bogotá,Teclado,9,1065394,9588546,Alta
1405,2025-02-25,Cole Carlson,Bogotá,Monitor,6,575610,3453660,Normal
1406,2024-05-07,Karen West,Barranquilla,Laptop,3,566985,1700955,Normal
1407,2024-09-25,Anne Lozano,Cartagena,Tablet,6,1847547,11085282,Alta
1408,2024-08-03,Matthew Knight,Medellín,Teclado,7,1115044,7805308,Alta
1409,2024-07-06,Scott Oliver,Cali,Mouse,7,1709624,11967368,Alta
1410,2024-11-29,Paul Johnson,Bogotá,Celular,8,849337,6794696,Alta
1411,2024-04-27,Mr. Jerry Ryan Jr.,Cali,Monitor,4,652521,2610084,Normal
1412,2025-03-01,Ryan Chang,Cali,Monitor,1,530807,530807,Normal
1413,2025-03-22,David Smith,Barranquilla,Tablet,6,1905757,11434542,Alta
1414,2024-12-09,Derrick Avila,Cartagena,Celular,8,298876,2391008,Normal
1415,2024-04-29,Amber Johnson,Bogotá,Celular,5,1109260,5546300,Alta
1416,2025-01-29,Patrick Stewart,Cali,Mouse,3,869670,2609010,Normal
1417,2024-07-08,Melissa Myers,Bogotá,Mouse,4,1460811,5843244,Alta
1418,2024-08-13,Vincent Costa,Medellín,Teclado,8,235510,1884080,Normal
1419,2024-10-06,Jessica Smith,Barranquilla,Monitor,6,865165,5190990,Alta
1420,2025-04-04,Lauren Hutchinson,Medellín,Laptop,5,1515322,7576610,Alta
1421,2024-05-24,Edward Harper,Bogotá,Mouse,9,447049,4023441,Normal
1422,2025-02-06,Brian Combs,Bogotá,Tablet,3,276968,830904,Normal
1423,2024-11-11,Gerald Peters,Cartagena,Tablet,7,454283,3179981,Normal
1424,2024-06-04,Jennifer Anderson,Cali,Tablet,9,1684183,15157647,Alta
1425,2024-09-16,Derek Wong,Cali,Mouse,4,966690,3866760,Normal
1426,2024-11-21,Melissa Potter,Medellín,Mouse,3,1514013,4542039,Normal
1427,2024-10-29,Samantha Obrien,Barranquilla,Tablet,1,499244,499244,Normal
1428,2024-09-06,Mark Stevenson,Cali,Mouse,9,1672549,15052941,Alta
1429,2025-03-04,John Smith,Cartagena,Laptop,1,736218,736218,Normal
1430,2024-06-22,Victor Mitchell,Medellín,Laptop,2,1783493,3566986,Normal
1431,2025-01-24,Frank Haney,Medellín,Teclado,9,125940,1133460,Normal
1432,2025-01-18,Kristin Pitts,Cartagena,Monitor,5,354802,1774010,Normal
1433,2025-01-17,Daniel Ortiz,Barranquilla,Laptop,4,852344,3409376,Normal
1434,2024-06-19,Randy Day,Cartagena,Teclado,9,413795,3724155,Normal
1435,2025-02-06,Brian Brown,Barranquilla,Celular,9,1145845,10312605,Alta
1436,2025-03-17,Jacob Evans,Cartagena,Monitor,2,353380,706760,Normal
1437,2024-08-20,Jamie Montoya,Cartagena,Laptop,3,1077152,3231456,Normal
1438,2024-07-06,Renee Bailey,Bogotá,Celular,3,1847377,5542131,Alta
1439,2025-01-25,Ronnie Washington,Medellín,Teclado,5,120688,603440,Normal
1440,2024-04-15,Pamela Jackson,Cartagena,Laptop,3,638760,1916280,Normal
1441,2024-07-28,Aaron Cardenas,Cartagena,Laptop,6,1229012,7374072,Alta
1442,2024-11-26,Douglas Farmer,Cali,Mouse,2,1708535,3417070,Normal
1443,2024-11-25,Mark Ritter,Medellín,Celular,6,291881,1751286,Normal
1444,2024-05-20,Amy Parsons,Cali,Laptop,6,1484019,8904114,Alta
1445,2024-07-04,David Scott,Medellín,Tablet,2,373104,746208,Normal
1446,2025-02-15,Mark Stanley,Cali,Mouse,6,307692,1846152,Normal
1447,2024-08-20,Julie Mcintosh,Cartagena,Mouse,6,1126083,6756498,Alta
1448,2025-01-12,Alvin Acevedo,Cartagena,Laptop,6,748406,4490436,Normal
1449,2024-05-22,Alan Bell,Bogotá,Mouse,5,1543866,7719330,Alta
1450,2024-07-21,Karen Paul,Cali,Monitor,7,304433,2131031,Normal
1451,2024-06-29,Andrew Barry Jr.,Barranquilla,Celular,5,396977,1984885,Normal
1452,2025-04-01,Melissa Moore,Bogotá,Monitor,1,846101,846101,Normal
1453,2024-11-09,Shelly Ramirez DDS,Cali,Teclado,9,1184552,10660968,Alta
1454,2024-05-23,Adam Gray,Cali,Monitor,3,825570,2476710,Normal
1455,2024-12-24,Erik Jenkins,Bogotá,Tablet,2,338470,676940,Normal
1456,2024-06-27,Sara Massey,Cartagena,Mouse,6,1129945,6779670,Alta
1457,2024-07-29,Steven James,Cali,Mouse,8,1655406,13243248,Alta
1458,2024-06-29,Fernando Stokes,Cartagena,Tablet,2,1256125,2512250,Normal
1459,2025-02-22,Dr. Carl Moore,Bogotá,Mouse,4,230120,920480,Normal
1460,2024-08-14,Paul Scott,Cartagena,Monitor,2,1214234,2428468,Normal
1461,2024-08-24,Sharon Vazquez,Medellín,Teclado,9,674396,6069564,Alta
1462,2024-08-27,Sean Nguyen,Barranquilla,Laptop,2,252552,505104,Normal
1463,2025-02-03,John Savage,Cali,Tablet,2,412282,824564,Normal
1464,2024-06-26,Jason Jackson,Barranquilla,Monitor,5,109443,547215,Normal
1465,2024-12-23,Lorraine Thompson,Cartagena,Monitor,5,756350,3781750,Normal
1466,2024-05-14,Richard Conway,Cali,Monitor,7,1666992,11668944,Alta
1467,2024-12-22,Erin Garcia,Cartagena,Laptop,1,353685,353685,Normal
1468,2024-06-06,Renee Garrett,Medellín,Celular,2,564308,1128616,Normal
1469,2024-11-21,John Haley,Bogotá,Mouse,6,1010213,6061278,Alta
1470,2024-07-19,Holly Harris,Cali,Mouse,2,423480,846960,Normal
1471,2024-04-22,Rachel Brock,Medellín,Teclado,4,352585,1410340,Normal
1472,2024-08-28,Samuel Fox,Medellín,Celular,6,1439817,8638902,Alta
1473,2024-06-21,Ruben Mack,Cali,Mouse,7,1130458,7913206,Alta
1474,2024-07-14,Scott Mckee,Cartagena,Teclado,5,825605,4128025,Normal
1475,2025-01-06,Adrian Nelson,Medellín,Teclado,8,1107397,8859176,Alta
1476,2025-03-06,Michael Collins,Barranquilla,Monitor,6,1560978,9365868,Alta
1477,2024-11-13,Lisa Oliver,Medellín,Tablet,5,1462076,7310380,Alta
1478,2025-02-04,Stephen Schmidt,Cartagena,Monitor,4,971176,3884704,Normal
1479,2025-02-02,Nathan Fuentes,Cartagena,Laptop,6,868256,5209536,Alta
1480,2024-04-25,Gloria Jones,Barranquilla,Mouse,6,1236591,7419546,Alta
1481,2025-03-06,Misty Welch,Medellín,Teclado,6,884229,5305374,Alta
1482,2024-12-18,David Fuller MD,Cartagena,Tablet,1,324086,324086,Normal
1483,2025-03-06,Karen Richardson,Cali,Mouse,6,1554714,9328284,Alta
1484,2024-12-16,Carla Edwards,Bogotá,Teclado,1,1372263,1372263,Normal
1485,2024-04-12,Amber Wyatt,Bogotá,Teclado,5,786126,3930630,Normal
1486,2024-08-18,Kimberly Jacobson,Bogotá,Monitor,7,250859,1756013,Normal
1487,2025-03-31,Heather Booth,Medellín,Tablet,1,1040041,1040041,Normal
1488,2024-07-30,William Gomez,Barranquilla,Tablet,1,1486639,1486639,Normal
1489,2025-02-08,Debbie Simmons,Cartagena,Mouse,6,990286,5941716,Alta
1490,2025-03-18,Daniel Hernandez,Cali,Teclado,7,1725898,12081286,Alta
1491,2024-11-10,Zachary Martin,Cali,Tablet,6,721719,4330314,Normal
1492,2024-12-04,Raymond Russell,Medellín,Tablet,5,1063046,5315230,Alta
1493,2025-02-16,Natalie Kirby,Bogotá,Mouse,6,1544999,9269994,Alta
1494,2024-11-20,Matthew Smith,Medellín,Monitor,3,1438954,4316862,Normal
1495,2025-03-29,Jennifer Lopez DDS,Barranquilla,Celular,9,654856,5893704,Alta
1496,2024-11-10,Erica Herrera,Barranquilla,Laptop,5,692921,3464605,Normal
1497,2024-04-11,Ellen Becker,Cartagena,Celular,2,1004198,2008396,Normal
1498,2025-03-11,Manuel Scott,Cartagena,Tablet,7,209582,1467074,Normal
1499,2025-03-10,Katherine Donovan,Barranquilla,Teclado,3,941135,2823405,Normal
1500,2024-07-27,Michelle Nunez,Barranquilla,Laptop,1,1790498,1790498,Normal
1501,2024-08-25,Jason Saunders,Barranquilla,Laptop,3,808814,2426442,Normal
1502,2024-07-07,Anne Jacobs,Medellín,Teclado,9,1510648,13595832,Alta
1503,2024-05-29,Jessica Foster,Barranquilla,Laptop,5,1885440,9427200,Alta
1504,2024-12-19,Joseph Snyder,Cali,Teclado,7,569901,3989307,Normal
1505,2025-01-12,Stephen Woodward,Bogotá,Laptop,3,1340279,4020837,Normal
1506,2024-07-06,Michael Wallace,Barranquilla,Mouse,4,1264746,5058984,Alta
1507,2025-01-31,Matthew Mitchell,Bogotá,Mouse,1,1165218,1165218,Normal
1508,2025-01-23,Susan Johnson,Medellín,Celular,3,1752040,5256120,Alta
1509,2024-08-31,Eric Richards,Bogotá,Laptop,7,1230949,8616643,Alta
1510,2024-11-23,Christian Austin,Medellín,Monitor,4,1419710,5678840,Alta
1511,2025-03-28,Felicia Nguyen,Cali,Teclado,2,807023,1614046,Normal
1512,2025-01-07,Joshua Owens,Medellín,Laptop,5,104170,520850,Normal
1513,2024-12-27,Ryan Cisneros,Medellín,Mouse,5,1304465,6522325,Alta
1514,2024-07-18,Jason Thomas,Cartagena,Mouse,2,1022640,2045280,Normal
1515,2024-07-07,Mr. Cody Simon,Barranquilla,Teclado,6,1805648,10833888,Alta
1516,2024-10-18,Ryan Arnold,Barranquilla,Monitor,4,353186,1412744,Normal
1517,2024-10-12,Jack Smith,Cali,Laptop,1,1117810,1117810,Normal
1518,2024-06-18,Cody Gomez,Cali,Laptop,3,1122062,3366186,Normal
1519,2024-12-18,Todd Marquez,Barranquilla,Monitor,9,807839,7270551,Alta
1520,2024-10-07,Alexander Reynolds,Cartagena,Monitor,7,1552265,10865855,Alta
1521,2024-09-14,Evan Cross,Barranquilla,Monitor,6,836199,5017194,Alta
1522,2024-08-23,Samuel Decker,Cartagena,Mouse,1,1009808,1009808,Normal
1523,2024-08-04,Denise Wright,Cali,Teclado,9,1926659,17339931,Alta
1524,2024-05-04,James Burns,Bogotá,Monitor,9,447175,4024575,Normal
1525,2025-02-18,Carmen Cox,Cali,Teclado,1,1170201,1170201,Normal
1526,2024-09-14,Samuel Wright,Cali,Celular,6,244833,1468998,Normal
1527,2024-12-30,Ashley Arroyo,Medellín,Laptop,7,1936829,13557803,Alta
1528,2024-11-08,Mrs. Darlene Jackson,Medellín,Laptop,2,1772984,3545968,Normal
1529,2025-03-20,Christopher Grant,Medellín,Tablet,8,279718,2237744,Normal
1530,2024-11-28,Allison Martinez,Medellín,Celular,8,345851,2766808,Normal
1531,2024-04-09,Tony Rice,Cartagena,Monitor,6,660488,3962928,Normal
1532,2024-10-10,Richard Cunningham,Barranquilla,Monitor,9,970321,8732889,Alta
1533,2024-04-30,Caitlin Jackson,Bogotá,Mouse,3,279322,837966,Normal
1534,2024-06-27,Martin Walker,Cali,Celular,2,446448,892896,Normal
1535,2024-07-05,Richard Mayo,Cartagena,Monitor,2,1447167,2894334,Normal
1536,2025-01-28,Amy Sullivan,Bogotá,Tablet,6,1833120,10998720,Alta
1537,2024-08-27,Henry Bright,Cartagena,Teclado,7,1591546,11140822,Alta
1538,2024-04-14,Jason Garcia,Cartagena,Laptop,6,1558603,9351618,Alta
1539,2025-02-13,Caitlin Wheeler,Cali,Celular,3,1306243,3918729,Normal
1540,2024-09-05,Michelle Love,Barranquilla,Laptop,5,715856,3579280,Normal
1541,2024-12-20,James Smith,Medellín,Teclado,8,728855,5830840,Alta
1542,2024-05-09,Michael Thompson,Barranquilla,Celular,6,610338,3662028,Normal
1543,2025-03-09,Jerome Alvarado,Cali,Teclado,2,904189,1808378,Normal
1544,2025-01-07,Jeanette Smith,Cali,Monitor,7,1255712,8789984,Alta
1545,2024-12-17,Benjamin Carroll,Cali,Monitor,8,326401,2611208,Normal
1546,2024-10-20,Gwendolyn Duncan,Bogotá,Monitor,4,292421,1169684,Normal
1547,2024-12-15,Daniel Johnson,Barranquilla,Teclado,1,793290,793290,Normal
1548,2024-05-07,Alyssa Payne,Barranquilla,Teclado,2,716630,1433260,Normal
1549,2024-06-25,Elizabeth Warren,Cartagena,Teclado,4,1237336,4949344,Normal
1550,2024-11-26,Kristen Green,Cartagena,Laptop,7,587988,4115916,Normal
1551,2024-08-06,Andrew Nelson MD,Cartagena,Teclado,2,234883,469766,Normal
1552,2024-05-01,Joseph Spencer,Cali,Monitor,6,1834304,11005824,Alta
1553,2025-01-28,Anthony Riggs,Barranquilla,Tablet,2,1119114,2238228,Normal
1554,2024-09-26,Rodney Gomez,Cali,Teclado,7,1050223,7351561,Alta
1555,2025-02-15,Daniel Goodman,Bogotá,Tablet,2,1550429,3100858,Normal
1556,2024-08-05,Jordan Williamson,Cartagena,Monitor,3,1947141,5841423,Alta
1557,2025-02-09,Herbert Lee,Cali,Teclado,9,1719850,15478650,Alta
1558,2024-12-15,Joanna Parks,Cali,Laptop,4,522087,2088348,Normal
1559,2025-02-17,Michael Carter,Bogotá,Laptop,5,848467,4242335,Normal
1560,2025-02-01,Anthony Rivas,Medellín,Tablet,9,1058976,9530784,Alta
1561,2024-07-30,Ryan Morales,Barranquilla,Mouse,7,1655981,11591867,Alta
1562,2024-10-08,Amy Butler,Medellín,Laptop,8,1600125,12801000,Alta
1563,2024-05-13,Kara Price,Cartagena,Laptop,3,1204084,3612252,Normal
1564,2024-07-21,Ronald Duncan,Cali,Laptop,4,1412121,5648484,Alta
1565,2024-09-07,Brian Cisneros,Bogotá,Monitor,7,765364,5357548,Alta
1566,2024-07-16,Trevor Castro,Bogotá,Laptop,4,1378497,5513988,Alta
1567,2025-04-03,Caitlin Wheeler,Barranquilla,Celular,2,266373,532746,Normal
1568,2024-04-23,Jamie Kennedy,Medellín,Teclado,6,986745,5920470,Alta
1569,2024-11-23,Jacob Hubbard,Barranquilla,Laptop,9,586760,5280840,Alta
1570,2024-10-01,Andrew Scott,Cali,Mouse,2,236973,473946,Normal
1571,2025-02-01,Abigail Donovan,Barranquilla,Mouse,1,956053,956053,Normal
1572,2025-03-11,Maria Newman,Bogotá,Laptop,8,481817,3854536,Normal
1573,2024-05-10,Danielle Torres,Bogotá,Laptop,1,883266,883266,Normal
1574,2024-12-02,Julia Rose,Cartagena,Celular,1,804169,804169,Normal
1575,2024-04-29,Nicole Phillips,Cartagena,Laptop,3,750833,2252499,Normal
1576,2024-11-22,Debbie Campbell,Cali,Laptop,5,967731,4838655,Normal
1577,2024-07-27,Andrew Williams,Medellín,Teclado,9,1731035,15579315,Alta
1578,2024-09-17,Katie Sullivan,Barranquilla,Mouse,2,1085224,2170448,Normal
1579,2024-12-22,Brian Oneal,Cali,Celular,1,1082248,1082248,Normal
1580,2024-08-11,Crystal Fernandez,Cartagena,Mouse,1,1421074,1421074,Normal
1581,2025-02-05,Henry Taylor,Barranquilla,Celular,8,1379227,11033816,Alta
1582,2024-04-11,Brittany Owens,Cartagena,Mouse,2,683148,1366296,Normal
1583,2025-01-29,Maria Watts,Barranquilla,Laptop,9,1944512,17500608,Alta
1584,2024-07-31,Jenny Nguyen,Medellín,Mouse,9,1333968,12005712,Alta
1585,2024-11-12,Michelle Jones,Cali,Mouse,2,234595,469190,Normal
1586,2025-03-19,Travis Perkins,Barranquilla,Celular,3,960675,2882025,Normal
1587,2024-05-04,Christopher Zamora,Bogotá,Tablet,2,1015322,2030644,Normal
1588,2024-05-21,Lisa Nichols,Bogotá,Celular,6,448847,2693082,Normal
1589,2025-03-02,Jennifer Stanton,Barranquilla,Celular,7,1575579,11029053,Alta
1590,2024-12-13,Alexis Cooper DDS,Barranquilla,Celular,6,648270,3889620,Normal
1591,2024-07-26,Vincent Jackson,Barranquilla,Monitor,3,363193,1089579,Normal
1592,2024-08-26,Michael Nichols,Bogotá,Monitor,3,375525,1126575,Normal
1593,2024-10-26,Michele Brown,Bogotá,Monitor,2,615477,1230954,Normal
1594,2024-09-23,Richard Jordan,Barranquilla,Celular,2,1911689,3823378,Normal
1595,2024-10-13,Austin Wright,Cartagena,Tablet,5,348038,1740190,Normal
1596,2024-05-22,Benjamin Estes,Cartagena,Celular,8,672678,5381424,Alta
1597,2024-12-10,Carla Wheeler,Medellín,Laptop,6,856649,5139894,Alta
1598,2024-08-08,Sarah Martinez,Cali,Tablet,9,1422781,12805029,Alta
1599,2024-05-07,Thomas Graves,Cartagena,Monitor,5,171241,856205,Normal
1600,2024-10-27,Kristen Thompson,Bogotá,Mouse,4,1985304,7941216,Alta
1601,2024-10-23,Angela Butler,Cartagena,Mouse,9,517230,4655070,Normal
1602,2024-12-27,Hannah Hancock,Medellín,Teclado,5,1931429,9657145,Alta
1603,2024-08-11,Samuel Stewart,Medellín,Tablet,1,1737399,1737399,Normal
1604,2025-01-08,Melissa Browning,Cali,Monitor,5,461153,2305765,Normal
1605,2024-06-04,Christopher Jones,Cartagena,Tablet,5,1200152,6000760,Alta
1606,2024-06-18,John Vega,Bogotá,Tablet,5,1701011,8505055,Alta
1607,2025-02-06,Gina Flores,Bogotá,Mouse,2,216622,433244,Normal
1608,2025-03-30,James Valentine,Barranquilla,Celular,6,954452,5726712,Alta
1609,2024-06-25,Michael Mercado,Bogotá,Laptop,5,1073652,5368260,Alta
1610,2024-04-26,Katie Rivera,Cali,Teclado,2,1543537,3087074,Normal
1611,2024-09-29,Kristi Burgess,Cali,Monitor,8,515364,4122912,Normal
1612,2024-09-30,Jessica Larsen,Bogotá,Tablet,6,1377731,8266386,Alta
1613,2024-12-10,Susan Warren,Bogotá,Teclado,3,1190505,3571515,Normal
1614,2024-09-08,Jennifer Becker,Barranquilla,Tablet,9,1134738,10212642,Alta
1615,2024-11-14,Ian Jenkins,Bogotá,Mouse,4,1211213,4844852,Normal
1616,2024-12-25,Manuel Calderon,Barranquilla,Laptop,3,1654070,4962210,Normal
1617,2024-11-15,Rachel Castro,Barranquilla,Mouse,7,553207,3872449,Normal
1618,2024-07-09,Natasha Leblanc,Bogotá,Teclado,8,1301660,10413280,Alta
1619,2024-11-13,Diane Henry,Medellín,Monitor,7,109525,766675,Normal
1620,2025-02-04,Robert Leon,Medellín,Tablet,1,601829,601829,Normal
1621,2025-02-19,Phillip Walker,Barranquilla,Laptop,1,1277804,1277804,Normal
1622,2024-12-18,Tonya Hicks,Bogotá,Mouse,5,667636,3338180,Normal
1623,2024-09-16,Robert Ramos,Medellín,Teclado,8,1209023,9672184,Alta
1624,2024-07-22,Larry Lin,Bogotá,Mouse,3,1086154,3258462,Normal
1625,2024-04-21,Courtney Wise,Bogotá,Tablet,8,210709,1685672,Normal
1626,2024-07-13,Daniel Cook,Bogotá,Tablet,3,856600,2569800,Normal
1627,2024-04-18,Jeffrey Schwartz,Cartagena,Monitor,4,1234606,4938424,Normal
1628,2025-01-13,John Young,Bogotá,Laptop,7,1870817,13095719,Alta
1629,2024-07-11,David Rodriguez,Cartagena,Celular,3,1752730,5258190,Alta
1630,2024-11-08,Shawn Harris,Barranquilla,Mouse,4,1096238,4384952,Normal
1631,2024-04-19,Daniel Porter,Medellín,Tablet,8,676114,5408912,Alta
1632,2024-10-03,Brian Jarvis,Medellín,Teclado,4,1516528,6066112,Alta
1633,2024-12-08,Michelle Allen,Medellín,Mouse,9,1354931,12194379,Alta
1634,2025-02-07,Larry Anderson,Medellín,Monitor,4,1034577,4138308,Normal
1635,2024-08-06,Amanda Russell,Medellín,Monitor,4,489893,1959572,Normal
1636,2024-09-24,Ronald Hernandez,Medellín,Tablet,5,1244398,6221990,Alta
1637,2025-03-02,Janet Benson,Medellín,Tablet,1,1438748,1438748,Normal
1638,2025-02-27,Nathaniel Lutz,Barranquilla,Tablet,7,1109150,7764050,Alta
1639,2025-02-25,Jason Colon,Bogotá,Celular,9,1565232,14087088,Alta
1640,2025-01-26,Juan Lopez,Cali,Tablet,9,1705751,15351759,Alta
1641,2025-02-27,Christopher Wilson,Cartagena,Mouse,1,532153,532153,Normal
1642,2025-03-29,Johnny George,Cali,Mouse,6,689333,4135998,Normal
1643,2024-05-19,David Weber,Cali,Laptop,3,1777000,5331000,Alta
1644,2025-01-25,Eric Potter,Bogotá,Teclado,4,1079007,4316028,Normal
1645,2024-05-23,Benjamin Shaw,Bogotá,Tablet,8,1931371,15450968,Alta
1646,2024-07-10,Ashley Wood,Bogotá,Mouse,4,359797,1439188,Normal
1647,2024-09-05,Kenneth Cook,Medellín,Mouse,8,1130457,9043656,Alta
1648,2024-09-07,Nathan Sullivan,Barranquilla,Mouse,4,1619574,6478296,Alta
1649,2024-05-07,Jennifer Young,Medellín,Celular,9,1176004,10584036,Alta
1650,2024-09-29,Daniel Ramirez,Barranquilla,Teclado,6,1281261,7687566,Alta
1651,2024-06-03,Karen Novak,Barranquilla,Monitor,1,1983351,1983351,Normal
1652,2024-12-25,Bryce Harrell,Cali,Mouse,2,697447,1394894,Normal
1653,2024-05-24,Carl Wong,Cali,Tablet,7,201337,1409359,Normal
1654,2025-02-18,Paul Frost,Barranquilla,Mouse,7,553343,3873401,Normal
1655,2025-03-23,Sheila Lucas,Barranquilla,Teclado,3,414232,1242696,Normal
1656,2025-02-08,Jacqueline Campbell,Medellín,Monitor,1,302267,302267,Normal
1657,2025-03-16,Matthew Rodriguez,Medellín,Celular,8,276095,2208760,Normal
1658,2025-03-06,Jacob Carroll,Cali,Laptop,7,1702517,11917619,Alta
1659,2024-12-14,Kayla Young,Bogotá,Tablet,8,570832,4566656,Normal
1660,2025-03-10,Debra Winters,Barranquilla,Laptop,1,177512,177512,Normal
1661,2024-12-29,Karen Franklin,Medellín,Celular,3,1781986,5345958,Alta
1662,2024-07-04,Zachary Guerrero DVM,Cali,Teclado,2,1406072,2812144,Normal
1663,2024-12-20,Tony Austin,Medellín,Teclado,1,1688582,1688582,Normal
1664,2025-01-25,Paul Schultz,Barranquilla,Celular,5,1747741,8738705,Alta
1665,2024-06-04,Joshua Jackson,Barranquilla,Mouse,3,678507,2035521,Normal
1666,2024-06-08,Evan Shelton,Cartagena,Celular,8,1524220,12193760,Alta
1667,2024-08-25,Breanna Robinson,Bogotá,Tablet,6,285026,1710156,Normal
1668,2025-03-29,Justin Martin,Cartagena,Monitor,9,650573,5855157,Alta
1669,2025-02-25,Kevin Harris,Cali,Laptop,9,414454,3730086,Normal
1670,2024-04-21,Jeremiah Dunn,Medellín,Laptop,6,1534966,9209796,Alta
1671,2025-02-09,Franklin Scott,Cali,Teclado,2,1031638,2063276,Normal
1672,2024-10-30,Rodney Doyle,Barranquilla,Mouse,9,734833,6613497,Alta
1673,2024-06-23,Stephanie Weaver,Cartagena,Teclado,2,1595434,3190868,Normal
1674,2025-01-29,Jamie Mendoza,Cartagena,Tablet,3,1931395,5794185,Alta
1675,2024-08-24,Elizabeth Thompson,Cartagena,Celular,6,981305,5887830,Alta
1676,2024-08-12,Helen Lutz,Cali,Laptop,2,755815,1511630,Normal
1677,2024-10-10,Jared Bautista,Barranquilla,Tablet,5,697467,3487335,Normal
1678,2025-03-15,Jennifer King,Medellín,Teclado,2,1800049,3600098,Normal
1679,2024-07-13,Parker Reyes,Medellín,Teclado,4,1874092,7496368,Alta
1680,2024-11-03,Keith Johnson DDS,Cali,Laptop,3,895299,2685897,Normal
1681,2024-09-29,Amber Harper,Cartagena,Teclado,5,912009,4560045,Normal
1682,2024-12-27,Joanne Dennis,Bogotá,Mouse,6,1832583,10995498,Alta
1683,2025-03-23,James Avila,Cali,Teclado,7,1066398,7464786,Alta
1684,2024-08-07,Sherri Morris,Cali,Monitor,8,1239583,9916664,Alta
1685,2025-03-14,Johnny Callahan,Barranquilla,Celular,9,1350283,12152547,Alta
1686,2024-11-28,Stephen Richardson,Medellín,Teclado,4,1293535,5174140,Alta
1687,2024-07-24,Jennifer Rocha,Cali,Monitor,4,143314,573256,Normal
1688,2024-07-20,Christine Adams,Cali,Tablet,7,1327851,9294957,Alta
1689,2025-02-15,Erin Velasquez,Cartagena,Teclado,9,100059,900531,Normal
1690,2025-04-05,Michael Rodriguez,Cartagena,Mouse,2,505889,1011778,Normal
1691,2024-12-19,Troy Williams,Bogotá,Tablet,6,548567,3291402,Normal
1692,2024-08-10,Zachary West,Barranquilla,Teclado,8,1236807,9894456,Alta
1693,2024-10-09,Dennis Garcia,Bogotá,Laptop,5,1612859,8064295,Alta
1694,2024-07-18,Anna Thomas,Cartagena,Monitor,5,1347948,6739740,Alta
1695,2024-10-19,Marcus Serrano,Medellín,Monitor,8,1532416,12259328,Alta
1696,2024-09-13,Joshua Robertson MD,Cartagena,Laptop,1,888226,888226,Normal
